customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
C00161,U00161,96356,belo_horizonte,MG
C00162,U00162,77561,caxias_do_sul,RS
C00163,U00163,40784,niteroi,RJ
C00164,U00164,36100,curitiba,PR
C00165,U00165,16057,sao_paulo,SP
C00166,U00166,90120,goiania,GO
C00167,U00167,64321,goiania,GO
C00168,U00168,74799,feira_de_santana,BA
C00169,U00169,29342,curitiba,PR
C00170,U00170,65724,rio_de_janeiro,RJ
C00171,U00171,77889,uberlandia,MG
C00172,U00172,83060,sao_paulo,SP
C00173,U00173,69829,rio_de_janeiro,RJ
C00174,U00174,97500,anapolis,GO
C00175,U00175,90301,anapolis,GO
C00176,U00176,68446,recife,PE
C00177,U00177,68991,anapolis,GO
C00178,U00178,93579,londrina,PR
C00179,U00179,73517,recife,PE
C00180,U00180,67654,porto_alegre,RS
C00181,U00181,40735,caxias_do_sul,RS
C00182,U00182,51904,florianopolis,SC
C00183,U00183,29769,belo_horizonte,MG
C00184,U00184,30028,salvador,BA
C00185,U00185,64377,niteroi,RJ
C00186,U00186,81121,joinville,SC
C00187,U00187,18161,salvador,BA
C00188,U00188,61049,salvador,BA
C00189,U00189,59857,vila_velha,ES
C00190,U00190,56105,campinas,SP
C00191,U00191,64921,salvador,BA
C00192,U00192,38760,anapolis,GO
C00193,U00193,73654,salvador,BA
C00194,U00194,54057,feira_de_santana,BA
C00195,U00195,71261,belo_horizonte,MG
C00196,U00196,80008,vitoria,ES
C00197,U00197,87580,salvador,BA
C00198,U00198,94246,niteroi,RJ
C00199,U00199,70515,belo_horizonte,MG
C00200,U00200,44099,campinas,SP
C00201,U00201,37742,joinville,SC
C00202,U00202,54236,joinville,SC
C00203,U00203,65255,caxias_do_sul,RS
C00204,U00204,71644,rio_de_janeiro,RJ
C00205,U00205,16826,olinda,PE
C00206,U00206,95215,curitiba,PR
C00207,U00207,14067,sao_paulo,SP
C00208,U00208,12671,curitiba,PR
C00209,U00209,26544,londrina,PR
C00210,U00210,83920,rio_de_janeiro,RJ
C00211,U00211,43586,anapolis,GO
C00212,U00212,89415,belo_horizonte,MG
C00213,U00213,50768,belo_horizonte,MG
C00214,U00214,13365,vila_velha,ES
C00215,U00215,98781,vila_velha,ES
C00216,U00216,35995,salvador,BA
C00217,U00217,92213,vitoria,ES
C00218,U00218,49529,rio_de_janeiro,RJ
C00219,U00219,15383,vila_velha,ES
C00220,U00220,66148,olinda,PE
C00221,U00221,76317,niteroi,RJ
C00222,U00222,65057,campinas,SP
C00223,U00223,66822,niteroi,RJ
C00224,U00224,30052,anapolis,GO
C00225,U00225,78386,uberlandia,MG
C00226,U00226,80539,vila_velha,ES
C00227,U00227,67091,anapolis,GO
C00228,U00228,42177,florianopolis,SC
C00229,U00229,69087,porto_alegre,RS
C00230,U00230,84691,anapolis,GO
C00231,U00231,13761,joinville,SC
C00232,U00232,33834,joinville,SC
C00233,U00233,56507,londrina,PR
C00234,U00234,46655,joinville,SC
C00235,U00235,11330,recife,PE
C00236,U00236,41635,niteroi,RJ
C00237,U00237,82768,goiania,GO
C00238,U00238,94659,anapolis,GO
C00239,U00239,12260,goiania,GO
C00240,U00240,39045,caxias_do_sul,RS
C00241,U00241,50135,londrina,PR
C00242,U00242,82544,anapolis,GO
C00243,U00243,82140,feira_de_santana,BA
C00244,U00244,69473,joinville,SC
C00245,U00245,42951,porto_alegre,RS
C00246,U00246,35242,niteroi,RJ
C00247,U00247,80236,rio_de_janeiro,RJ
C00248,U00248,38361,londrina,PR
C00249,U00249,87278,caxias_do_sul,RS
C00250,U00250,35443,niteroi,RJ
C00251,U00251,57301,curitiba,PR
C00252,U00252,11854,porto_alegre,RS
C00253,U00253,15965,porto_alegre,RS
C00254,U00254,48290,recife,PE
C00255,U00255,23446,goiania,GO
C00256,U00256,47268,vila_velha,ES
C00257,U00257,67733,anapolis,GO
C00258,U00258,16734,uberlandia,MG
C00259,U00259,24953,goiania,GO
C00260,U00260,74454,salvador,BA
C00261,U00261,92502,vitoria,ES
C00262,U00262,29555,uberlandia,MG
C00263,U00263,42530,rio_de_janeiro,RJ
C00264,U00264,64548,recife,PE
C00265,U00265,59856,olinda,PE
C00266,U00266,48974,anapolis,GO
C00267,U00267,84531,porto_alegre,RS
C00268,U00268,23006,vitoria,ES
C00269,U00269,44687,curitiba,PR
C00270,U00270,41439,belo_horizonte,MG
C00271,U00271,19838,recife,PE
C00272,U00272,63545,campinas,SP
C00273,U00273,71592,vila_velha,ES
C00274,U00274,40340,campinas,SP
C00275,U00275,69510,porto_alegre,RS
C00276,U00276,44675,curitiba,PR
C00277,U00277,25043,salvador,BA
C00278,U00278,44816,belo_horizonte,MG
C00279,U00279,17816,rio_de_janeiro,RJ
C00280,U00280,87993,caxias_do_sul,RS
C00281,U00281,26299,anapolis,GO
C00282,U00282,62757,caxias_do_sul,RS
C00283,U00283,80776,olinda,PE
C00284,U00284,20543,goiania,GO
C00285,U00285,52247,feira_de_santana,BA
C00286,U00286,21970,sao_paulo,SP
C00287,U00287,86955,vitoria,ES
C00288,U00288,85529,porto_alegre,RS
C00289,U00289,71669,uberlandia,MG
C00290,U00290,33788,caxias_do_sul,RS
C00291,U00291,21959,anapolis,GO
C00292,U00292,63523,joinville,SC
C00293,U00293,97835,florianopolis,SC
C00294,U00294,53228,uberlandia,MG
C00295,U00295,47777,anapolis,GO
C00296,U00296,14809,olinda,PE
C00297,U00297,51224,niteroi,RJ
C00298,U00298,25194,joinville,SC
C00299,U00299,10150,olinda,PE
C00300,U00300,17104,salvador,BA
C00301,U00301,57419,olinda,PE
C00302,U00302,16764,goiania,GO
C00303,U00303,81987,porto_alegre,RS
C00304,U00304,67424,caxias_do_sul,RS
C00305,U00305,13783,rio_de_janeiro,RJ
C00306,U00306,50730,belo_horizonte,MG
C00307,U00307,63476,recife,PE
C00308,U00308,24871,londrina,PR
C00309,U00309,94896,rio_de_janeiro,RJ
C00310,U00310,48254,anapolis,GO
C00311,U00311,73242,feira_de_santana,BA
C00312,U00312,69871,curitiba,PR
C00313,U00313,34983,salvador,BA
C00314,U00314,46208,niteroi,RJ
C00315,U00315,76550,joinville,SC
C00316,U00316,47072,santos,SP
C00317,U00317,86931,caxias_do_sul,RS
C00318,U00318,68529,uberlandia,MG
C00319,U00319,53573,joinville,SC
C00320,U00320,52176,goiania,GO
C00321,U00321,84946,londrina,PR
C00322,U00322,63841,curitiba,PR
C00323,U00323,71993,joinville,SC
C00324,U00324,96991,salvador,BA
C00325,U00325,14852,goiania,GO
C00326,U00326,87356,olinda,PE
C00327,U00327,67711,rio_de_janeiro,RJ
C00328,U00328,69890,recife,PE
C00329,U00329,63736,belo_horizonte,MG
C00330,U00330,71537,niteroi,RJ
C00331,U00331,91691,joinville,SC
C00332,U00332,53065,niteroi,RJ
C00333,U00333,92155,joinville,SC
C00334,U00334,14705,recife,PE
C00335,U00335,92727,londrina,PR
C00336,U00336,21846,londrina,PR
C00337,U00337,93066,rio_de_janeiro,RJ
C00338,U00338,31805,anapolis,GO
C00339,U00339,16028,campinas,SP
C00340,U00340,48452,campinas,SP
C00341,U00341,66450,florianopolis,SC
C00342,U00342,79621,londrina,PR
C00343,U00343,99364,vitoria,ES
C00344,U00344,32946,belo_horizonte,MG
C00345,U00345,60140,vitoria,ES
C00346,U00346,86435,goiania,GO
C00347,U00347,70443,londrina,PR
C00348,U00348,43466,goiania,GO
C00349,U00349,47700,goiania,GO
C00350,U00350,67898,niteroi,RJ
C00351,U00351,49210,vila_velha,ES
C00352,U00352,69878,caxias_do_sul,RS
C00353,U00353,60422,londrina,PR
C00354,U00354,41091,niteroi,RJ
C00355,U00355,57049,vila_velha,ES
C00356,U00356,12875,caxias_do_sul,RS
C00357,U00357,11061,porto_alegre,RS
C00358,U00358,75107,vila_velha,ES
C00359,U00359,89569,londrina,PR
C00360,U00360,93442,curitiba,PR
C00361,U00361,42850,vitoria,ES
C00362,U00362,92242,rio_de_janeiro,RJ
C00363,U00363,67779,porto_alegre,RS
C00364,U00364,57823,vitoria,ES
C00365,U00365,48680,niteroi,RJ
C00366,U00366,33021,salvador,BA
C00367,U00367,80701,uberlandia,MG
C00368,U00368,75771,olinda,PE
C00369,U00369,43681,uberlandia,MG
C00370,U00370,54396,porto_alegre,RS
C00371,U00371,19869,goiania,GO
C00372,U00372,98647,londrina,PR
C00373,U00373,57942,recife,PE
C00374,U00374,11824,feira_de_santana,BA
C00375,U00375,26199,olinda,PE
C00376,U00376,98188,joinville,SC
C00377,U00377,59941,vila_velha,ES
C00378,U00378,98452,rio_de_janeiro,RJ
C00379,U00379,13280,anapolis,GO
C00380,U00380,39015,vitoria,ES
C00381,U00381,49608,anapolis,GO
C00382,U00382,28320,rio_de_janeiro,RJ
C00383,U00383,49893,campinas,SP
C00384,U00384,22739,rio_de_janeiro,RJ
C00385,U00385,27781,olinda,PE
C00386,U00386,58629,anapolis,GO
C00387,U00387,30253,vila_velha,ES
C00388,U00388,74139,niteroi,RJ
C00389,U00389,14288,caxias_do_sul,RS
C00390,U00390,68115,londrina,PR
C00391,U00391,57537,curitiba,PR
C00392,U00392,81364,joinville,SC
C00393,U00393,62184,campinas,SP
C00394,U00394,26011,londrina,PR
C00395,U00395,96870,rio_de_janeiro,RJ
C00396,U00396,12799,vitoria,ES
C00397,U00397,41925,florianopolis,SC
C00398,U00398,36896,vitoria,ES
C00399,U00399,37152,recife,PE
C00400,U00400,53064,curitiba,PR
C00401,U00401,10371,vila_velha,ES
C00402,U00402,27038,uberlandia,MG
C00403,U00403,24408,belo_horizonte,MG
C00404,U00404,11947,uberlandia,MG
C00405,U00405,87182,londrina,PR
C00406,U00406,32838,campinas,SP
C00407,U00407,26614,santos,SP
C00408,U00408,78955,salvador,BA
C00409,U00409,72422,niteroi,RJ
C00410,U00410,77271,florianopolis,SC
C00411,U00411,76039,goiania,GO
C00412,U00412,15683,vila_velha,ES
C00413,U00413,94323,goiania,GO
C00414,U00414,72781,campinas,SP
C00415,U00415,99928,salvador,BA
C00416,U00416,68138,goiania,GO
C00417,U00417,52219,rio_de_janeiro,RJ
C00418,U00418,26540,niteroi,RJ
C00419,U00419,92978,vila_velha,ES
C00420,U00420,88301,feira_de_santana,BA
C00421,U00421,76263,anapolis,GO
C00422,U00422,24996,rio_de_janeiro,RJ
C00423,U00423,69186,salvador,BA
C00424,U00424,54424,feira_de_santana,BA
C00425,U00425,64524,salvador,BA
C00426,U00426,65936,joinville,SC
C00427,U00427,59060,porto_alegre,RS
C00428,U00428,18799,goiania,GO
C00429,U00429,22219,niteroi,RJ
C00430,U00430,58843,rio_de_janeiro,RJ
C00431,U00431,17861,olinda,PE
C00432,U00432,63845,niteroi,RJ
C00433,U00433,16743,feira_de_santana,BA
C00434,U00434,50953,vila_velha,ES
C00435,U00435,85748,rio_de_janeiro,RJ
C00436,U00436,96079,uberlandia,MG
C00437,U00437,24184,londrina,PR
C00438,U00438,58176,recife,PE
C00439,U00439,85248,porto_alegre,RS
C00440,U00440,83526,salvador,BA
C00441,U00441,96223,vila_velha,ES
C00442,U00442,33647,campinas,SP
C00443,U00443,54541,caxias_do_sul,RS
C00444,U00444,33777,sao_paulo,SP
C00445,U00445,96159,vila_velha,ES
C00446,U00446,28595,rio_de_janeiro,RJ
C00447,U00447,79531,rio_de_janeiro,RJ
C00448,U00448,65028,feira_de_santana,BA
C00449,U00449,30631,joinville,SC
C00450,U00450,52517,porto_alegre,RS
C00451,U00451,30392,sao_paulo,SP
C00452,U00452,16522,vitoria,ES
C00453,U00453,68079,caxias_do_sul,RS
C00454,U00454,89570,anapolis,GO
C00455,U00455,45804,salvador,BA
C00456,U00456,24918,olinda,PE
C00457,U00457,24534,feira_de_santana,BA
C00458,U00458,73783,vila_velha,ES
C00459,U00459,38903,campinas,SP
C00460,U00460,17180,vitoria,ES
C00461,U00461,49507,curitiba,PR
C00462,U00462,43491,uberlandia,MG
C00463,U00463,25726,florianopolis,SC
C00464,U00464,66446,goiania,GO
C00465,U00465,59834,belo_horizonte,MG
C00466,U00466,83233,olinda,PE
C00467,U00467,62044,rio_de_janeiro,RJ
C00468,U00468,12456,feira_de_santana,BA
C00469,U00469,51033,niteroi,RJ
C00470,U00470,63008,vila_velha,ES
C00471,U00471,25096,caxias_do_sul,RS
C00472,U00472,52568,sao_paulo,SP
C00473,U00473,70305,vila_velha,ES
C00474,U00474,67240,rio_de_janeiro,RJ
C00475,U00475,67104,londrina,PR
C00476,U00476,20308,olinda,PE
C00477,U00477,54500,porto_alegre,RS
C00478,U00478,32037,florianopolis,SC
C00479,U00479,92998,recife,PE
C00480,U00480,76840,recife,PE
C00481,U00481,56019,florianopolis,SC
C00482,U00482,23474,curitiba,PR
C00483,U00483,35856,porto_alegre,RS
C00484,U00484,30036,vitoria,ES
C00485,U00485,92306,uberlandia,MG
C00486,U00486,83889,anapolis,GO
C00487,U00487,94278,vila_velha,ES
C00488,U00488,29786,joinville,SC
C00489,U00489,71462,niteroi,RJ
C00490,U00490,46002,porto_alegre,RS
C00491,U00491,76497,florianopolis,SC
C00492,U00492,70521,caxias_do_sul,RS
C00493,U00493,17456,campinas,SP
C00494,U00494,20057,porto_alegre,RS
C00495,U00495,87867,vila_velha,ES
C00496,U00496,86064,goiania,GO
C00497,U00497,84928,goiania,GO
C00498,U00498,89299,joinville,SC
C00499,U00499,29773,recife,PE
C00500,U00500,23566,anapolis,GO
C00501,U00501,76132,rio_de_janeiro,RJ
C00502,U00502,42472,santos,SP
C00503,U00503,67595,goiania,GO
C00504,U00504,58870,joinville,SC
C00505,U00505,63578,feira_de_santana,BA
C00506,U00506,16863,vila_velha,ES
C00507,U00507,53213,rio_de_janeiro,RJ
C00508,U00508,98916,olinda,PE
C00509,U00509,43029,porto_alegre,RS
C00510,U00510,20682,florianopolis,SC
C00511,U00511,50662,joinville,SC
C00512,U00512,87993,belo_horizonte,MG
C00513,U00513,83259,caxias_do_sul,RS
C00514,U00514,26750,florianopolis,SC
C00515,U00515,76648,feira_de_santana,BA
C00516,U00516,57526,campinas,SP
C00517,U00517,38074,uberlandia,MG
C00518,U00518,35166,goiania,GO
C00519,U00519,30308,belo_horizonte,MG
C00520,U00520,23256,porto_alegre,RS
C00521,U00521,91006,florianopolis,SC
C00522,U00522,59377,vitoria,ES
C00523,U00523,33703,belo_horizonte,MG
C00524,U00524,15726,anapolis,GO
C00525,U00525,98652,florianopolis,SC
C00526,U00526,90031,anapolis,GO
C00527,U00527,40671,goiania,GO
C00528,U00528,71474,porto_alegre,RS
C00529,U00529,98907,joinville,SC
C00530,U00530,46932,anapolis,GO
C00531,U00531,79135,olinda,PE
C00532,U00532,36174,belo_horizonte,MG
C00533,U00533,16839,caxias_do_sul,RS
C00534,U00534,82684,florianopolis,SC
C00535,U00535,26341,olinda,PE
C00536,U00536,31012,niteroi,RJ
C00537,U00537,77286,goiania,GO
C00538,U00538,22021,salvador,BA
C00539,U00539,55820,goiania,GO
C00540,U00540,16980,feira_de_santana,BA
C00541,U00541,59015,recife,PE
C00542,U00542,20696,feira_de_santana,BA
C00543,U00543,13694,londrina,PR
C00544,U00544,95191,niteroi,RJ
C00545,U00545,28035,belo_horizonte,MG
C00546,U00546,71925,porto_alegre,RS
C00547,U00547,68799,goiania,GO
C00548,U00548,12490,niteroi,RJ
C00549,U00549,29597,londrina,PR
C00550,U00550,47762,rio_de_janeiro,RJ
C00551,U00551,25970,porto_alegre,RS
C00552,U00552,65027,londrina,PR
C00553,U00553,24530,niteroi,RJ
C00554,U00554,80261,vitoria,ES
C00555,U00555,85372,recife,PE
C00556,U00556,48177,uberlandia,MG
C00557,U00557,90584,campinas,SP
C00558,U00558,84798,londrina,PR
C00559,U00559,97080,belo_horizonte,MG
C00560,U00560,57265,recife,PE
C00561,U00561,81313,recife,PE
C00562,U00562,71621,salvador,BA
C00563,U00563,58929,feira_de_santana,BA
C00564,U00564,56805,sao_paulo,SP
C00565,U00565,41604,florianopolis,SC
C00566,U00566,53583,vitoria,ES
C00567,U00567,56176,santos,SP
C00568,U00568,94252,florianopolis,SC
C00569,U00569,72722,goiania,GO
C00570,U00570,18270,uberlandia,MG
C00571,U00571,48462,sao_paulo,SP
C00572,U00572,36144,sao_paulo,SP
C00573,U00573,50642,joinville,SC
C00574,U00574,72049,olinda,PE
C00575,U00575,94790,sao_paulo,SP
C00576,U00576,56789,porto_alegre,RS
C00577,U00577,45811,florianopolis,SC
C00578,U00578,67272,joinville,SC
C00579,U00579,60678,anapolis,GO
C00580,U00580,75038,uberlandia,MG
C00581,U00581,78062,joinville,SC
C00582,U00582,65640,rio_de_janeiro,RJ
C00583,U00583,88964,salvador,BA
C00584,U00584,48504,olinda,PE
C00585,U00585,20494,niteroi,RJ
C00586,U00586,50173,caxias_do_sul,RS
C00587,U00587,65851,vitoria,ES
C00588,U00588,56077,anapolis,GO
C00589,U00589,56210,santos,SP
C00590,U00590,45986,salvador,BA
C00591,U00591,97973,niteroi,RJ
C00592,U00592,77251,florianopolis,SC
C00593,U00593,28714,santos,SP
C00594,U00594,14561,goiania,GO
C00595,U00595,40932,niteroi,RJ
C00596,U00596,60181,florianopolis,SC
C00597,U00597,30111,vila_velha,ES
C00598,U00598,58760,joinville,SC
C00599,U00599,85225,rio_de_janeiro,RJ
C00600,U00600,58096,olinda,PE
C00601,U00601,95139,joinville,SC
C00602,U00602,24869,curitiba,PR
C00603,U00603,75410,uberlandia,MG
C00604,U00604,25435,olinda,PE
C00605,U00605,68493,porto_alegre,RS
C00606,U00606,47431,vila_velha,ES
C00607,U00607,26074,curitiba,PR
C00608,U00608,69250,rio_de_janeiro,RJ
C00609,U00609,21506,anapolis,GO
C00610,U00610,18511,joinville,SC
C00611,U00611,30644,porto_alegre,RS
C00612,U00612,76683,florianopolis,SC
C00613,U00613,36342,rio_de_janeiro,RJ
C00614,U00614,74752,curitiba,PR
C00615,U00615,82616,joinville,SC
C00616,U00616,82305,goiania,GO
C00617,U00617,21300,vitoria,ES
C00618,U00618,62187,caxias_do_sul,RS
C00619,U00619,63843,olinda,PE
C00620,U00620,19666,vitoria,ES
C00621,U00621,94192,florianopolis,SC
C00622,U00622,71057,anapolis,GO
C00623,U00623,82260,belo_horizonte,MG
C00624,U00624,66704,belo_horizonte,MG
C00625,U00625,77908,rio_de_janeiro,RJ
C00626,U00626,31581,porto_alegre,RS
C00627,U00627,39552,joinville,SC
C00628,U00628,47230,recife,PE
C00629,U00629,35729,caxias_do_sul,RS
C00630,U00630,91922,uberlandia,MG
C00631,U00631,79924,vitoria,ES
C00632,U00632,94015,recife,PE
C00633,U00633,86106,vitoria,ES
C00634,U00634,96341,uberlandia,MG
C00635,U00635,15399,vitoria,ES
C00636,U00636,15958,niteroi,RJ
C00637,U00637,84991,londrina,PR
C00638,U00638,93753,vitoria,ES
C00639,U00639,92203,anapolis,GO
C00640,U00640,73300,porto_alegre,RS
C00641,U00641,48985,feira_de_santana,BA
C00642,U00642,17852,rio_de_janeiro,RJ
C00643,U00643,64476,anapolis,GO
C00644,U00644,36741,anapolis,GO
C00645,U00645,28830,vila_velha,ES
C00646,U00646,55268,joinville,SC
C00647,U00647,58567,belo_horizonte,MG
C00648,U00648,41685,joinville,SC
C00649,U00649,45058,niteroi,RJ
C00650,U00650,28465,curitiba,PR
C00651,U00651,48038,campinas,SP
C00652,U00652,64805,vitoria,ES
C00653,U00653,52917,uberlandia,MG
C00654,U00654,30885,londrina,PR
C00655,U00655,71186,olinda,PE
C00656,U00656,75191,porto_alegre,RS
C00657,U00657,61543,niteroi,RJ
C00658,U00658,38199,londrina,PR
C00659,U00659,16624,campinas,SP
C00660,U00660,88317,anapolis,GO
C00661,U00661,80345,porto_alegre,RS
C00662,U00662,66482,rio_de_janeiro,RJ
C00663,U00663,57943,caxias_do_sul,RS
C00664,U00664,15930,joinville,SC
C00665,U00665,84747,santos,SP
C00666,U00666,57516,londrina,PR
C00667,U00667,60639,niteroi,RJ
C00668,U00668,46663,recife,PE
C00669,U00669,22672,uberlandia,MG
C00670,U00670,54444,joinville,SC
C00671,U00671,36090,uberlandia,MG
C00672,U00672,15276,recife,PE
C00673,U00673,27961,santos,SP
C00674,U00674,72094,joinville,SC
C00675,U00675,89463,belo_horizonte,MG
C00676,U00676,90356,joinville,SC
C00677,U00677,61505,uberlandia,MG
C00678,U00678,54089,vila_velha,ES
C00679,U00679,49294,vila_velha,ES
C00680,U00680,58281,campinas,SP
C00681,U00681,64596,niteroi,RJ
C00682,U00682,88238,campinas,SP
C00683,U00683,95929,porto_alegre,RS
C00684,U00684,86483,campinas,SP
C00685,U00685,78712,uberlandia,MG
C00686,U00686,99224,belo_horizonte,MG
C00687,U00687,85047,santos,SP
C00688,U00688,35006,rio_de_janeiro,RJ
C00689,U00689,51116,anapolis,GO
C00690,U00690,64127,belo_horizonte,MG
C00691,U00691,75774,feira_de_santana,BA
C00692,U00692,28098,santos,SP
C00693,U00693,83516,londrina,PR
C00694,U00694,78875,anapolis,GO
C00695,U00695,32699,joinville,SC
C00696,U00696,54869,olinda,PE
C00697,U00697,89963,caxias_do_sul,RS
C00698,U00698,42311,londrina,PR
C00699,U00699,49124,recife,PE
C00700,U00700,47880,porto_alegre,RS
C00701,U00701,51555,anapolis,GO
C00702,U00702,83464,joinville,SC
C00703,U00703,25974,caxias_do_sul,RS
